🕘️更新时间,#genre#
CCTV-14,http://38.75.136.137:98/gslb/dsdqbv/cctv14hd.m3u8?auth=test20251009
CCTV-14,http://123.118.50.8:8686/rtp/239.3.1.65:8132
CCTV-14,http://106.116.127.35:4022/rtp/239.254.200.162:6000
CCTV-14,http://60.4.29.183:8077/rtp/239.253.92.198:6063
CCTV-15,http://69.30.246.194/live/cctv15.m3u8
CCTV-15,http://23.237.228.134/live3/CCTV15.m3u8
CCTV-15,http://38.75.136.137:98/gslb/dsdqpub/cctv15hd.m3u8?auth=testpub
CCTV-15,http://38.75.136.137:98/gslb/dsdqbv/cctv15hd.m3u8?auth=test20251009
CCTV-15,http://38.75.136.137:98/gslb/dsdqca/cctv15hd.m3u8?auth=test20251009
CCTV-15,http://123.118.50.8:8686/rtp/239.3.1.153:8136
CCTV-15,http://106.116.127.35:4022/rtp/239.254.201.124:8136
CCTV-15,http://60.4.29.183:8077/rtp/239.253.93.154:6322
CCTV-16,http://69.30.246.194/live/cctv16.m3u8
CCTV-16,http://38.75.136.137:98/gslb/dsdqbv/cctv16hd.m3u8?auth=test20251009
CCTV-16,http://38.75.136.137:98/gslb/dsdqpub/cctv16hd.m3u8?auth=testpub
CCTV-16,http://39.152.103.17:8089/tsfile/live/1015_1.m3u8
CCTV-16,http://123.118.50.8:8686/rtp/239.3.1.184:8001
CCTV-17,http://23.237.228.134/live3/CCTV17.m3u8
CCTV-17,http://38.75.136.137:98/gslb/dsdqpub/cctv17hd.m3u8?auth=testpub
CCTV-17,http://38.75.136.137:98/gslb/dsdqbv/cctv17hd.m3u8?auth=test20251009
CCTV-17,http://123.118.50.8:8686/rtp/239.3.1.151:8144
CCTV-17,http://106.116.127.35:4022/rtp/239.254.201.120:8144
CCTV-17,http://60.4.29.183:8077/rtp/239.253.93.150:6318
CETV-1,http://123.118.50.8:8686/rtp/239.3.1.57:8152
CETV-1,http://106.116.127.35:4022/rtp/239.254.200.225:6259
CETV-1,http://60.4.29.183:8077/rtp/239.253.92.211:6069
CETV-2,http://123.118.50.8:8686/rtp/239.3.1.54:4120
CETV-2,http://106.116.127.35:4022/rtp/239.254.200.226:6260
CETV-2,http://60.4.29.183:8077/rtp/239.253.92.108:6136
CETV-4,http://123.118.50.8:8686/rtp/239.3.1.56:4120
CETV-4,http://106.116.127.35:4022/rtp/239.254.200.227:6261
CETV-4,http://60.4.29.183:8077/rtp/239.253.92.200:6137

💰央视付费频道,#genre#
文化精品,http://38.75.136.137:98/gslb/dsdqpub/ysjp.m3u8?auth=testpub
文化精品,http://106.116.127.35:4022/rtp/239.254.201.229:7260
文化精品,http://60.4.29.183:8077/rtp/239.253.93.175:6439
央视台球,http://38.75.136.137:98/gslb/dsdqpub/ystq.m3u8?auth=testpub
央视台球,http://106.116.127.35:4022/rtp/239.254.201.171:7176
央视台球,http://60.4.29.183:8077/rtp/239.253.93.231:6409
风云音乐,http://38.75.136.137:98/gslb/dsdqpub/fyyy.m3u8?auth=testpub
风云音乐,http://106.116.127.35:4022/rtp/239.254.201.221:7259
风云音乐,http://60.4.29.183:8077/rtp/239.253.93.253:6431
第一剧场,http://38.75.136.137:98/gslb/dsdqpub/dyjc.m3u8?auth=testpub
第一剧场,http://106.116.127.35:4022/rtp/239.254.201.218:7258
第一剧场,http://60.4.29.183:8077/rtp/239.253.93.138:6428
风云剧场,http://38.75.136.137:98/gslb/dsdqpub/fyjc.m3u8?auth=testpub
风云剧场,http://106.116.127.35:4022/rtp/239.254.201.219:7257
风云剧场,http://60.4.29.183:8077/rtp/239.253.93.251:6429
怀旧剧场,http://38.75.136.137:98/gslb/dsdqpub/hjjc.m3u8?auth=testpub
怀旧剧场,http://106.116.127.35:4022/rtp/239.254.201.220:7256上海
怀旧剧场,http://60.4.29.183:8077/rtp/239.253.93.252:6430
女性时尚,http://38.75.136.137:98/gslb/dsdqpub/nxss.m3u8?auth=testpub
女性时尚,http://39.152.103.17:8089/tsfile/live/1068_1.m3u8?key=txiptv&playlive=1&down=1
女性时尚,http://106.116.127.35:4022/rtp/239.254.201.228:7255
女性时尚,http://60.4.29.183:8077/rtp/239.253.92.144:6114
高尔夫网球,http://38.75.136.137:98/gslb/dsdqpub/gefwq.m3u8?auth=testpub
高尔夫网球,http://106.116.127.35:4022/rtp/239.254.201.223:7252
高尔夫网球,http://60.4.29.183:8077/rtp/239.253.93.122:6465
风云足球,http://38.75.136.137:98/gslb/dsdqpub/fyzq.m3u8?auth=testpub
风云足球,http://106.116.127.35:4022/rtp/239.254.201.222:7251
风云足球,http://60.4.29.183:8077/rtp/239.253.93.254:6432
电视指南,http://38.75.136.137:98/gslb/dsdqpub/dszn.m3u8?auth=testpub
电视指南,http://106.116.127.35:4022/rtp/239.254.201.217:7250
电视指南,http://60.4.29.183:8077/rtp/239.253.93.249:6427
世界地理,http://38.75.136.137:98/gslb/dsdqpub/sjdl.m3u8?auth=testpub
世界地理,http://106.116.127.35:4022/rtp/239.254.201.226:7254
世界地理,http://60.4.29.183:8077/rtp/239.253.92.131:6113
兵器科技,http://38.75.136.137:98/gslb/dsdqpub/gfjs.m3u8?auth=testpub
兵器科技,http://38.75.136.137:98/gslb/dsdqpub/bqkj.m3u8?auth=testpub
兵器科技,http://106.116.127.35:4022/rtp/239.254.201.225:7249
兵器科技,http://60.4.29.183:8077/rtp/239.253.93.47:6435

📡卫视频道,#genre#
广东卫视,http://23.237.228.134/live6/guangdong.m3u8
广东卫视,http://satellitepull.cnr.cn/live/wxgdws/playlist.m3u8
广东卫视,http://38.75.136.137:98/gslb/dsdqpub/gdwshd.m3u8?auth=testpub
广东卫视,http://222.214.208.34:59901/tsfile/live/0125_1.m3u8
广东卫视,http://123.118.50.8:8686/rtp/239.3.1.142:8048
广东卫视,http://106.116.127.35:4022/rtp/239.254.200.56:8048
广东卫视,http://60.4.29.183:8077/rtp/239.253.92.206:8108
广东卫视,http://183.215.134.239:19901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://69.30.246.194/live/zjws.m3u8
浙江卫视,https://play-qukan.cztv.com/live/1746687519046362.m3u8
浙江卫视,http://23.237.228.134/live6/zhejiang.m3u8
浙江卫视,http://satellitepull.cnr.cn/live/wxzjws/playlist.m3u8
浙江卫视,http://38.75.136.137:98/gslb/dsdqpub/zjwshd.m3u8?auth=testpub
浙江卫视,http://38.75.136.137:98/gslb/dsdqca/zjwshd.m3u8?auth=test20251009
浙江卫视,http://123.118.50.8:8686/rtp/239.3.1.137:8036
浙江卫视,http://106.116.127.35:4022/rtp/239.254.200.53:8036
浙江卫视,http://60.4.29.183:8077/rtp/239.253.92.90:8020
浙江卫视,http://183.215.134.239:19901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://69.30.246.194/live/hnws.m3u8
湖南卫视,http://23.237.228.134/live6/hunan.m3u8
湖南卫视,http://satellitepull.cnr.cn/live/wx32hunws/playlist.m3u8
湖南卫视,http://38.75.136.137:98/gslb/dsdqbv/hnwshd.m3u8?auth=test20251009
湖南卫视,http://38.75.136.137:98/gslb/dsdqpub/hnwshd.m3u8?auth=testpub
湖南卫视,http://38.75.136.137:98/gslb/dsdqca/hnwshd.m3u8?auth=test20251009
湖南卫视,http://222.214.208.34:59901/tsfile/live/0128_1.m3u8
湖南卫视,http://123.118.50.8:8686/rtp/239.3.1.132:8012
湖南卫视,http://106.116.127.35:4022/rtp/239.254.200.48:8012
湖南卫视,http://60.4.29.183:8077/rtp/239.253.92.84:8015
湖南卫视,http://183.215.134.239:19901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://antvlive.ab5c6921.cdnviet.com/antv/playlist.m3u8
北京卫视,http://23.237.228.134/live3/beijing.m3u8
北京卫视,http://satellitepull.cnr.cn/live/wxbtv/playlist.m3u8
北京卫视,http://38.75.136.137:98/gslb/dsdqpub/bjwshd.m3u8?auth=testpub
北京卫视,http://38.75.136.137:98/gslb/dsdqbv/bjwshd.m3u8?auth=test20251009
北京卫视,http://123.118.50.8:8686/rtp/239.3.1.241:8000
北京卫视,http://106.116.127.35:4022/rtp/239.254.200.47:8024
北京卫视,http://60.4.29.183:8077/rtp/239.253.92.87:8014
北京卫视,http://112.123.243.37:50085/tsfile/live/0127_1.m3u8
北京卫视,http://183.215.134.239:19901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://23.237.228.134/live6/hubei.m3u8
湖北卫视,http://satellitepull.cnr.cn/live/wx32hubws/playlist.m3u8
湖北卫视,http://38.75.136.137:98/gslb/dsdqpub/hbwshd.m3u8?auth=testpub
湖北卫视,http://123.118.50.8:8686/rtp/239.3.1.138:8044
湖北卫视,http://106.116.127.35:4022/rtp/239.254.200.164:6000
湖北卫视,http://60.4.29.183:8077/rtp/239.253.92.210:6567
黑龙江卫视,http://23.237.228.134/live6/heilongjiang.m3u8
黑龙江卫视,http://satellitepull.cnr.cn/live/wx32hljws/playlist.m3u8
黑龙江卫视,http://38.75.136.137:98/gslb/dsdqpub/hljwshd.m3u8?auth=testpub
黑龙江卫视,http://123.118.50.8:8686/rtp/239.3.1.133:8016
黑龙江卫视,http://106.116.127.35:4022/rtp/239.254.200.49:8016
黑龙江卫视,http://60.4.29.183:8077/rtp/239.253.92.85:8016
安徽卫视,http://23.237.228.134/live8/anhui.m3u8
安徽卫视,http://satellitepull.cnr.cn/live/wxahws/playlist.m3u8
安徽卫视,http://38.75.136.137:98/gslb/dsdqpub/ahwshd.m3u8?auth=testpub
安徽卫视,http://123.118.50.8:8686/rtp/239.3.1.211:8064
安徽卫视,http://106.116.127.35:4022/rtp/239.254.200.163:6000
安徽卫视,http://60.4.29.183:8077/rtp/239.253.92.209:6566
安徽卫视,http://112.123.243.37:50085/tsfile/live/0130_1.m3u8?key=txiptv&playlive=0&authid=0
重庆卫视,http://23.237.228.134/live6/chongqing.m3u8
重庆卫视,http://satellitepull.cnr.cn/live/wxcqws/playlist.m3u8
重庆卫视,http://38.75.136.137:98/gslb/dsdqpub/cqwshd.m3u8?auth=testpub
重庆卫视,http://123.118.50.8:8686/rtp/239.3.1.122:8160
重庆卫视,http://106.116.127.35:4022/rtp/239.254.200.203:6323
重庆卫视,http://60.4.29.183:8077/rtp/239.253.92.10:6053
东方卫视,http://69.30.246.194/live/dfws.m3u8
东方卫视,http://23.237.228.134/live3/dongfang.m3u8
东方卫视,http://satellitepull.cnr.cn/live/wx32dfws/playlist.m3u8
东方卫视,http://38.75.136.137:98/gslb/dsdqpub/dfwshd.m3u8?auth=testpub
东方卫视,http://38.75.136.137:98/gslb/dsdqbv/dfwshd.m3u8?auth=test20251009
东方卫视,http://123.118.50.8:8686/rtp/239.3.1.136:8032
东方卫视,http://106.116.127.35:4022/rtp/239.254.200.52:8032
东方卫视,http://60.4.29.183:8077/rtp/239.253.92.89:8019
东方卫视,http://112.123.243.37:50085/tsfile/live/0124_1.m3u8?key=txiptv&playlive=0&authid=0
东方卫视,http://183.215.134.239:19901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://23.237.228.134/live8/gansu.m3u8
东南卫视,http://23.237.228.134/live6/dongnan.m3u8
东南卫视,http://satellitepull.cnr.cn/live/wx32fjws/playlist.m3u8
东南卫视,http://38.75.136.137:98/gslb/dsdqpub/dnwshd.m3u8?auth=testpub
东南卫视,http://123.118.50.8:8686/rtp/239.3.1.156:8148
东南卫视,http://106.116.127.35:4022/rtp/239.254.201.13:6291
东南卫视,http://60.4.29.183:8077/rtp/239.253.92.201:6146
甘肃卫视,http://satellitepull.cnr.cn/live/wxgsws/playlist.m3u8
甘肃卫视,http://38.75.136.137:98/gslb/dsdqpub/gswshd.m3u8?auth=testpub
甘肃卫视,http://123.118.50.8:8686/rtp/239.3.1.49:8188
广西卫视,http://23.237.228.134/live6/guangxi.m3u8
广西卫视,http://23.237.228.134/live6/guizhou.m3u8
广西卫视,http://38.75.136.137:98/gslb/dsdqpub/gxwshd.m3u8?auth=testpub
广西卫视,http://123.118.50.8:8686/rtp/239.3.1.39:8300
广西卫视,http://106.116.127.35:4022/rtp/239.254.200.80:8300
广西卫视,http://60.4.29.183:8077/rtp/239.253.92.76:8043
贵州卫视,http://23.237.228.134/live6/hainan.m3u8
贵州卫视,http://38.75.136.137:98/gslb/dsdqpub/gzwshd.m3u8?auth=testpub
贵州卫视,http://222.214.208.34:59901/tsfile/live/0120_1.m3u8
贵州卫视,http://123.118.50.8:8686/rtp/239.3.1.149:8076
贵州卫视,http://106.116.127.35:4022/rtp/239.254.201.20:6315
贵州卫视,http://60.4.29.183:8077/rtp/239.253.92.105:6055
海南卫视,http://satellitepull.cnr.cn/live/wxhainlyws/playlist.m3u8
海南卫视,http://39.152.103.17:8089/tsfile/live/1046_1.m3u8
海南卫视,http://123.118.50.8:8686/rtp/239.3.1.45:8304
海南卫视,http://106.116.127.35:4022/rtp/239.254.201.125:6288
海南卫视,http://60.4.29.183:8077/rtp/239.253.93.155:6323
河北卫视,http://23.237.228.134/live8/hebei.m3u8
河北卫视,http://satellitepull.cnr.cn/live/wxhebws/playlist.m3u8
河北卫视,http://38.75.136.137:98/gslb/dsdqpub/hewshd.m3u8?auth=testpub
河北卫视,http://123.118.50.8:8686/rtp/239.3.1.148:8072
河北卫视,http://106.116.127.35:4022/rtp/239.254.200.174:6000
河北卫视,http://60.4.29.183:8077/rtp/239.253.92.154:6011
河南卫视,http://1.94.31.214/php/hntv.php?id=hnws
河南卫视,http://23.237.228.134/live6/henan.m3u8
河南卫视,http://satellitepull.cnr.cn/live/wxhnws/playlist.m3u8
河南卫视,http://38.75.136.137:98/gslb/dsdqpub/hawshd.m3u8?auth=testpub
河南卫视,http://123.118.50.8:8686/rtp/239.3.1.27:8128
河南卫视,http://106.116.127.35:4022/rtp/239.254.201.16:7174
河南卫视,http://60.4.29.183:8077/rtp/239.253.92.137:6144
吉林卫视,http://23.237.228.134/live8/jilin.m3u8
吉林卫视,http://satellitepull.cnr.cn/live/wxjlws/playlist.m3u8
吉林卫视,http://38.75.136.137:98/gslb/dsdqpub/jlwshd.m3u8?auth=testpub
吉林卫视,http://123.118.50.8:8686/rtp/239.3.1.240:8172
吉林卫视,http://106.116.127.35:4022/rtp/239.254.201.15:6339
吉林卫视,http://60.4.29.183:8077/rtp/239.253.92.202:6147
江苏卫视,http://69.30.246.194/live/jsws.m3u8
江苏卫视,http://23.237.228.134/live3/jiangsu.m3u8
江苏卫视,http://satellitepull.cnr.cn/live/wx32jsws/playlist.m3u8
江苏卫视,http://38.75.136.137:98/gslb/dsdqpub/jswshd.m3u8?auth=testpub
江苏卫视,http://38.75.136.137:98/gslb/dsdqca/jswshd.m3u8?auth=test20251009
江苏卫视,http://38.75.136.137:98/gslb/dsdqbv/jswshd.m3u8?auth=test20251009
江苏卫视,http://222.214.208.34:59901/tsfile/live/0127_1.m3u8
江苏卫视,http://123.118.50.8:8686/rtp/239.3.1.135:8028
江苏卫视,http://106.116.127.35:4022/rtp/239.254.200.51:8028
江苏卫视,http://60.4.29.183:8077/rtp/239.253.92.88:8018
江西卫视,http://23.237.228.134/live8/jiangxi.m3u8
江西卫视,http://satellitepull.cnr.cn/live/wx32jiangxws/playlist.m3u8
江西卫视,http://38.75.136.137:98/gslb/dsdqpub/jxwshd.m3u8?auth=testpub
江西卫视,http://222.214.208.34:59901/tsfile/live/0138_1.m3u8
江西卫视,http://123.118.50.8:8686/rtp/239.3.1.123:8164
江西卫视,http://106.116.127.35:4022/rtp/239.254.201.12:6290
江西卫视,http://60.4.29.183:8077/rtp/239.253.92.19:6145
江西卫视,http://183.215.134.239:19901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://23.237.228.134/live8/liaoning.m3u8
辽宁卫视,http://satellitepull.cnr.cn/live/wxlnws/playlist.m3u8
辽宁卫视,http://38.75.136.137:98/gslb/dsdqpub/lnwshd.m3u8?auth=testpub
辽宁卫视,http://39.152.103.17:8089/tsfile/live/1024_1.m3u8
辽宁卫视,http://123.118.50.8:8686/rtp/239.3.1.210:8056
辽宁卫视,http://106.116.127.35:4022/rtp/239.254.200.57:8056
辽宁卫视,http://60.4.29.183:8077/rtp/239.253.92.115:6056
内蒙古卫视,http://23.237.228.134/live8/neimenggu.m3u8
内蒙古卫视,http://satellitepull.cnr.cn/live/wx32nmgws/playlist.m3u8
内蒙古卫视,http://38.75.136.137:98/gslb/dsdqpub/nmgws.m3u8?auth=testpub
内蒙古卫视,http://123.118.50.8:8686/rtp/239.3.1.43:8176
内蒙古卫视,http://106.116.127.35:4022/rtp/239.254.200.84:8176
宁夏卫视,http://satellitepull.cnr.cn/live/wxnxws/playlist.m3u8
宁夏卫视,http://38.75.136.137:98/gslb/dsdqpub/nxws.m3u8?auth=testpub
宁夏卫视,http://123.118.50.8:8686/rtp/239.3.1.46:8124
宁夏卫视,http://106.116.127.35:4022/rtp/239.254.200.87:8124
青海卫视,http://23.237.228.134/live8/qinghai.m3u8
青海卫视,http://38.75.136.137:98/gslb/dsdqpub/qhws.m3u8?auth=testpub
青海卫视,http://123.118.50.8:8686/rtp/239.3.1.44:8184
青海卫视,http://106.116.127.35:4022/rtp/239.254.200.85:8184
山东卫视,http://23.237.228.134/live8/shandong.m3u8
山东卫视,http://satellitepull.cnr.cn/live/wxsdws/playlist.m3u8
山东卫视,http://38.75.136.137:98/gslb/dsdqpub/sdwshd.m3u8?auth=testpub
山东卫视,http://123.118.50.8:8686/rtp/239.3.1.209:8052
山东卫视,http://106.116.127.35:4022/rtp/239.254.200.55:8052
山东卫视,http://60.4.29.183:8077/rtp/239.253.92.207:8109
山东卫视,http://112.123.243.37:50085/tsfile/live/0122_1.m3u8?key=txiptv&playlive=0&authid=0
山西卫视,http://23.237.228.134/live8/shanxi.m3u8
山西卫视,http://satellitepull.cnr.cn/live/wxssxws/playlist.m3u8
山西卫视,http://123.118.50.8:8686/rtp/239.3.1.42:8172
山西卫视,http://106.116.127.35:4022/rtp/239.254.200.83:8172
陕西卫视,http://23.237.228.134/live6/sichuan.m3u8
陕西卫视,http://satellitepull.cnr.cn/live/wxsxxws/playlist.m3u8
陕西卫视,http://38.75.136.137:98/gslb/dsdqpub/snwshd.m3u8?auth=testpub
陕西卫视,http://38.75.136.137:98/gslb/dsdqpub/sxwshd.m3u8?auth=testpub
陕西卫视,http://123.118.50.8:8686/rtp/239.3.1.41:8140
陕西卫视,http://106.116.127.35:4022/rtp/239.254.200.82:8140
四川卫视,http://satellitepull.cnr.cn/live/wxscws/playlist.m3u8
四川卫视,http://38.75.136.137:98/gslb/dsdqpub/scwshd.m3u8?auth=testpub
四川卫视,http://39.152.103.17:8089/tsfile/live/1044_1.m3u8
四川卫视,http://123.118.50.8:8686/rtp/239.3.1.29:8288
四川卫视,http://106.116.127.35:4022/rtp/239.254.200.202:6325
四川卫视,http://60.4.29.183:8077/rtp/239.253.92.16:6043
深圳卫视,http://23.237.228.134/live6/shenzhen.m3u8
深圳卫视,http://satellitepull.cnr.cn/live/wxszws/playlist.m3u8
深圳卫视,http://38.75.136.137:98/gslb/dsdqpub/szwshd.m3u8?auth=testpub
深圳卫视,http://222.214.208.34:59901/tsfile/live/0126_1.m3u8
深圳卫视,http://123.118.50.8:8686/rtp/239.3.1.134:8020
深圳卫视,http://106.116.127.35:4022/rtp/239.254.200.50:8020
深圳卫视,http://60.4.29.183:8077/rtp/239.253.92.86:8017
深圳卫视,http://112.123.243.37:50085/tsfile/live/1000_1.m3u8?key=txiptv&playlive=0&authid=0
